ID,Type,Label,Title,Text
REC_11,Recital,Recital (11),,"(11) Die Artikel 101 und 102 AEUV und die entsprechenden nationalen Wettbewerbsvorschriften in Bezug auf mehr- und einseitiges wettbewerbswidriges Verhalten und die Fusionskontrolle sollen den unverfälschten Wettbewerb auf dem Markt schützen. Diese Verordnung verfolgt ein Ziel, das das im Wettbewerbsrecht definierte Ziel, den unverfälschten Wettbewerb auf bestimmten Märkten zu schützen, ergänzt, aber sich davon unterscheidet; sie soll sicherstellen, dass Märkte, auf denen Torwächter tätig sind, bestreitbar und fair sind und bleiben – ungeachtet der tatsächlichen, möglichen oder vermuteten Auswirkungen des unter diese Verordnung fallenden Verhaltens eines Torwächters auf einem Markt. Diese Verordnung soll daher ein anderes rechtliches Interesse als das durch jene Vorschriften Geschützte schützen und unbeschadet ihrer Anwendung gelten."
REC_12,Recital,Recital (12),,"(12) Zudem sollte diese Verordnung unbeschadet der Vorschriften gelten, die sich aus anderen Rechtsakten der Union zur Regelung bestimmter Aspekte der unter diese Verordnung fallenden Dienstleistungen ergeben, insbesondere der Verordnungen (EU) 2016/679 ( 4 ) und (EU) 2019/1150 ( 5 ) des Europäischen Parlaments und des Rates und einer Verordnung über einen Binnenmarkt für digitale Dienste und der Richtlinien 2002/58/EG ( 6 ) , 2005/29/EG ( 7 ) , 2010/13/EU ( 8 ) , (EU) 2015/2366 ( 9 ) , (EU) 2019/790 ( 10 ) und (EU) 2019/882 ( 11 ) des Europäischen Parlaments und des Rates und der Richtlinie 93/13/EWG des Rates ( 12 ) sowie nationaler Vorschriften zur Durchsetzung oder Durchführung dieser Rechtsakte der Union."
REC_13,Recital,Recital (13),,"(13) Eine geringe Bestreitbarkeit und unfaire Praktiken im digitalen Sektor sind bei bestimmten digitalen Diensten häufiger und stärker ausgeprägt als bei anderen. Dies ist insbesondere bei weitverbreiteten und allgemein genutzten digitalen Diensten der Fall, die meistens direkt zwischen gewerblichen Nutzern und Endnutzern vermitteln und bei denen Merkmale wie extreme Größenvorteile, sehr starke Netzwerkeffekte, die durch die Mehrseitigkeit dieser Dienste bedingte Fähigkeit, viele gewerbliche Nutzer mit vielen Endnutzern in Verbindung zu bringen, Bindungseffekte, fehlende Parallelverwendung mehrerer Dienste oder eine vertikale Integration besonders stark ausgeprägt sind. Oft gibt es nur ein oder sehr wenige große Unternehmen, die solche digitalen Dienste bereitstellen. Diese Unternehmen haben sich am häufigsten zu Torwächtern für gewerbliche Nutzer und Endnutzer entwickelt, was weitreichende Auswirkungen hat. Insbesondere haben sie die Fähigkeit erlangt, leicht zum Nachteil ihrer gewerblichen Nutzer und Endnutzer einseitig Geschäftsbedingungen festzulegen. Daher ist es erforderlich, nur auf diejenigen digitalen Dienste abzustellen, die von gewerblichen Nutzern und Endnutzern am stärksten in Anspruch genommen werden und bei denen Bedenken hinsichtlich einer geringen Bestreitbarkeit und unfairer Praktiken von Torwächtern eindeutiger angebracht sind und dies mit Blick auf den Binnenmarkt dringend angegangen werden muss."
REC_14,Recital,Recital (14),,"(14) Insbesondere Online-Vermittlungsdienste, Online-Suchmaschinen, Betriebssysteme, Online-Dienste sozialer Netzwerke, Video-Sharing-Plattform-Dienste, nummernunabhängige interpersonelle Kommunikationsdienste, Cloud-Computing-Dienste, virtuelle Assistenten, Webbrowser und Online-Werbedienste, einschließlich Werbevermittlungsdiensten, können allesamt Auswirkungen auf viele Endnutzer und viele Unternehmen haben, sodass das Risiko besteht, dass auf unfaire Geschäftspraktiken zurückgegriffen wird. Sie sollten deshalb in die Bestimmung des Begriffs „zentrale Plattformdienste“ eingeschlossen werden und unter diese Verordnung fallen. Online-Vermittlungsdienste können auch im Bereich Finanzdienstleistungen tätig sein und die in Anhang II der Richtlinie (EU) 2015/1535 des Europäischen Parlaments und des Rates ( 13 ) nicht erschöpfend aufgeführten Dienste vermitteln oder für die Erbringung solcher Dienste genutzt werden. Für die Zwecke dieser Verordnung sollte die Bestimmung des Begriffs „zentrale Plattformdienste“ technologieneutral sein und so verstanden werden, dass sie Dienste umfasst, die auf verschiedenen Medien oder Geräten oder über solche Medien und Geräte bereitgestellt werden, z. B. verbundene Fernsehgeräte oder eingebettete digitale Dienste in Fahrzeugen. Unter bestimmten Umständen sollte der Begriff „Endnutzer“ Nutzer einschließen, die üblicherweise als gewerbliche Nutzer angesehen werden, die aber in einer bestimmten Situation zentrale Plattformdienste nicht für die Bereitstellung von Waren oder Dienstleistungen für Endnutzer nutzen; dies wäre z. B. bei Unternehmen der Fall, die Cloud-Computing-Dienste für eigene Zwecke nutzen."
REC_15,Recital,Recital (15),,"(15) Wenn digitale Dienste als zentrale Plattformdienste einzustufen sind, so gibt das allein noch keinen Anlass zu hinreichend ernsten Bedenken bezüglich der Bestreitbarkeit oder unfairer Praktiken. Anlass zu solchen Bedenken besteht nur dann, wenn ein zentraler Plattformdienst ein wichtiges Zugangstor darstellt und von einem Unternehmen betrieben wird, das erheblichen Einfluss auf den Binnenmarkt hat und über eine gefestigte und dauerhafte Position verfügt oder voraussichtlich in naher Zukunft eine solche erlangen wird. Folglich sollten die angestrebten harmonisierten Vorschriften dieser Verordnung nur für Unternehmen gelten, die auf der Grundlage dieser drei objektiven Kriterien benannt werden, und nur für diejenigen ihrer zentralen Plattformdienste, die für sich genommen für gewerbliche Nutzer ein wichtiges Zugangstor zu Endnutzern darstellen. Die Tatsache, dass ein Unternehmen, das zentrale Plattformdienste bereitstellt, möglicherweise nicht nur zwischen gewerblichen Nutzern und Endnutzern, sondern auch zwischen Endnutzern und Endnutzern vermittelt, z. B. im Fall nummernunabhängiger interpersoneller Kommunikationsdienste, sollte der Schlussfolgerung nicht entgegenstehen, dass ein solches Unternehmen für gewerbliche Nutzer ein wichtiges Zugangstor zu Endnutzern ist oder sein könnte."
REC_16,Recital,Recital (16),,"(16) Um die wirksame Anwendung dieser Verordnung auf diejenigen Unternehmen, die zentrale Plattformdienste bereitstellen, zu gewährleisten, bei denen die Erfüllung dieser objektiven Anforderungen am wahrscheinlichsten ist und bei denen unfaire Praktiken, die die Bestreitbarkeit verringern, am häufigsten sind und die stärksten Auswirkungen haben, sollte die Kommission Unternehmen, die zentrale Plattformdienste bereitstellen und bestimmte quantitative Schwellenwerte erreichen, unmittelbar als Torwächter benennen können. Für solche Unternehmen sollte auf jeden Fall ein zügiges Benennungsverfahren durchgeführt werden, das nach dem Geltungsbeginn dieser Verordnung beginnen sollte."
REC_17,Recital,Recital (17),,"(17) Die Tatsache, dass ein Unternehmen einen sehr hohen Umsatz in der Union erzielt und einen zentralen Plattformdienst in mindestens drei Mitgliedstaaten bereitstellt, ist ein dringender Anhaltspunkt dafür, dass es erheblichen Einfluss auf den Binnenmarkt hat. Dies trifft auch zu, wenn die Marktkapitalisierung bzw. der entsprechende Marktwert eines Unternehmens, das einen zentralen Plattformdienst in mindestens drei Mitgliedstaaten bereitstellt, sehr hoch ist. Deshalb sollte davon ausgegangen werden, dass ein Unternehmen, das einen zentralen Plattformdienst bereitstellt, erheblichen Einfluss auf den Binnenmarkt hat, wenn es in mindestens drei Mitgliedstaaten einen zentralen Plattformdienst bereitstellt und entweder der Umsatz seiner Unternehmensgruppe in der Union mindestens einem bestimmten hohen Schwellenwert entspricht oder die Marktkapitalisierung der Gruppe mindestens einem bestimmten hohen absoluten Wert entspricht. Bei Unternehmen, die zentrale Plattformdienste bereitstellen und nichtbörsennotierten Unternehmen angehören, sollte der entsprechende Marktwert als Referenzwert herangezogen werden. Die Kommission sollte die Möglichkeit haben, von ihrer Befugnis zum Erlass delegierter Rechtsakte Gebrauch zu machen, um eine objektive Methode zur Berechnung dieses Wertes festzulegen. Wenn ein Unternehmen über einen hohen in der Union erzielten Gruppenumsatz verfügt und den Schwellenwert für die Zahl der Nutzer zentraler Plattformdienste in der Union erreicht, ist davon auszugehen, dass es recht gut in der Lage ist, seine Nutzer zu monetarisieren. Bei einer hohen Marktkapitalisierung in Bezug auf denselben Schwellenwert für die Zahl der Nutzer in der Union ist davon auszugehen, dass es über ein verhältnismäßig hohes Potenzial verfügt, diese Nutzer in naher Zukunft zu monetarisieren. Dieses Monetarisierungspotenzial gibt wiederum grundsätzlich Aufschluss darüber, inwieweit die betreffenden Unternehmen als Zugangstor fungieren. Beide Indikatoren spiegeln zudem die finanziellen Möglichkeiten dieser Unternehmen sowie ihre Fähigkeit wider, ihren Zugang zu Finanzmärkten zur Stärkung ihrer Position einzusetzen. Dies kann beispielsweise der Fall sein, wenn dieser bessere Zugang für den Erwerb anderer Unternehmen genutzt wird, wobei sich gezeigt hat, dass diese Fähigkeit negative Auswirkungen auf die Innovationstätigkeit haben kann. Die Marktkapitalisierung kann auch die Erwartungen hinsichtlich der künftigen Position und Auswirkungen der betreffenden Unternehmen im Binnenmarkt widerspiegeln, auch wenn diese möglicherweise gerade einen relativ geringen Umsatz erzielen. Der Marktkapitalisierungswert sollte auf der durchschnittlichen Marktkapitalisierung der größten börsennotierten Unternehmen in der Union während eines geeigneten Zeitraums beruhen."
REC_18,Recital,Recital (18),,"(18) Während eine Marktkapitalisierung, die im vergangenen Geschäftsjahr mindestens dem Schwellenwert entspricht, Anlass zu der Vermutung geben sollte, dass ein Unternehmen, das zentrale Plattformdienste bereitstellt, erheblichen Einfluss auf den Binnenmarkt hat, sollte eine Marktkapitalisierung, die mindestens drei Jahre lang mindestens dem Schwellenwert entspricht, als Bestätigung dieser Annahme angesehen werden."
REC_19,Recital,Recital (19),,"(19) Zur Klärung der Frage, ob ein Unternehmen, das zentrale Plattformdienste bereitstellt, als Unternehmen mit erheblichem Einfluss auf den Binnenmarkt angesehen werden sollte, könnte hingegen eine eingehende Prüfung mehrerer die Marktkapitalisierung betreffender Faktoren erforderlich sein. Dies könnte der Fall sein, wenn die Marktkapitalisierung des Unternehmens, das zentrale Plattformdienste bereitstellt, in vorausgehenden Geschäftsjahren deutlich unter dem Schwellenwert lag und die Volatilität seiner Marktkapitalisierung während des beobachteten Zeitraums in keinem angemessenen Verhältnis zur allgemeinen Volatilität des Aktienmarkts stand oder wenn die Entwicklung seiner Marktkapitalisierung im Verhältnis zu den Markttrends im Widerspruch zu einem raschen und stetigen Anstieg stand."
REC_20,Recital,Recital (20),,"(20) Wenn eine sehr große Zahl gewerblicher Nutzer auf einen zentralen Plattformdienst angewiesen ist, um eine sehr große Zahl von monatlich aktiven Endnutzern zu erreichen, kann das Unternehmen, das diesen Dienst bereitstellt, die Tätigkeiten eines wesentlichen Teils der gewerblichen Nutzer zu seinem Vorteil beeinflussen; dies ist grundsätzlich ein Hinweis darauf, dass jenes Unternehmen ein wichtiges Zugangstor darstellt. Der festzulegende Schwellenwert für die Zahl der Endnutzer sollte einem erheblichen Prozentsatz der Gesamtbevölkerung der Union entsprechen, während für den Schwellenwert für die gewerblichen Nutzer ein erheblicher Prozentsatz der Unternehmen, zentrale Plattformdienste nutzen, zugrunde gelegt werden sollte. Die Zahl der aktiven Endnutzer und gewerblichen Nutzer sollte so ermittelt und berechnet werden, dass sie die Rolle und Reichweite des betreffenden zentralen Plattformdienstes angemessen wiedergibt. Um Rechtssicherheit für Torwächter zu schaffen, sollten die Faktoren zur Bestimmung der Zahl der aktiven Endnutzer und gewerblichen Nutzer je zentralem Plattformdienst in einem Anhang dieser Verordnung festgelegt werden. Diese Faktoren können durch technologische und sonstige Entwicklungen beeinflusst werden. Der Kommission sollte daher die Befugnis übertragen werden, delegierte Rechtsakte zur Änderung dieser Verordnung durch Aktualisierung der Methode und der Liste der Indikatoren, die zur Bestimmung der Zahl der aktiven Endnutzer und der aktiven gewerblichen Nutzer verwendet werden, zu erlassen."
REC_21,Recital,Recital (21),,"(21) Ein Unternehmen, das zentrale Plattformdienste bereitstellt, verfügt insbesondere dann über eine gefestigte und dauerhafte Position hinsichtlich seiner Tätigkeiten bzw. wird eine solche voraussichtlich in naher Zukunft erlangen, wenn die Bestreitbarkeit seiner Position beschränkt ist. Dies ist wahrscheinlich der Fall, wenn das Unternehmen über einen Zeitraum von mindestens drei Jahren lang in mindestens drei Mitgliedstaaten einen zentralen Plattformdienst für eine sehr große Zahl von gewerblichen Nutzern und Endnutzern bereitgestellt hat."
REC_22,Recital,Recital (22),,"(22) Solche Schwellenwerte können durch Marktentwicklungen und technische Entwicklungen beeinflusst werden. Der Kommission sollte daher die Befugnis übertragen werden, delegierte Rechtsakte zu erlassen, mit denen sie die Methode festlegt, anhand deren bestimmt wird, ob die quantitativen Schwellenwerte erreicht sind, und diese Methode, falls nötig, regelmäßig an Marktentwicklungen und technologische Entwicklungen anpasst. Die in dieser Verordnung festgelegten quantitativen Schwellenwerte sollten durch diese delegierten Rechtsakte nicht geändert werden."
REC_23,Recital,Recital (23),,"(23) Ein Unternehmen, das zentrale Plattformdienste bereitstellt, sollte die Vermutung, dass es erheblichen Einfluss auf den Binnenmarkt hat, unter außergewöhnlichen Umständen widerlegen können, indem es nachweist, dass es zwar die in dieser Verordnung festgelegten quantitativen Schwellenwerte erreicht, aber nicht die Anforderungen für die Benennung als Torwächter erfüllt. Die Beweislast dafür, dass die auf der Erfüllung der quantitativen Schwellenwerte beruhende Vermutung nicht anwendbar sein sollte, sollte von dem Unternehmen getragen werden. Die Kommission sollte bei ihrer Beurteilung der vorgebrachten Belege und Argumente nur die Elemente berücksichtigen, die sich unmittelbar auf die quantitativen Kriterien beziehen, nämlich die Auswirkungen des Unternehmens, das zentrale Plattformdienste bereitstellt, auf den Binnenmarkt jenseits von Einnahmen und Marktkapitalisierung, wie etwa seine absolute Größe, und die Zahl der Mitgliedstaaten, in denen es tätig ist, das Ausmaß, um das die Zahl der tatsächlichen gewerblichen Nutzer und Endnutzer die Schwellenwerte überschreitet, und die Bedeutung des Unternehmens, das zentrale Plattformdienste betreibt, unter Berücksichtigung des Gesamtumfangs der Tätigkeiten des jeweiligen zentralen Plattformdienstes sowie die Zahl der Jahre, in denen die Schwellenwerte erreicht wurden. Rechtfertigungen auf Basis wirtschaftlicher Gründe, durch die eine Marktdefinition vorgenommen oder nachgewiesen werden soll, dass ein bestimmtes Verhalten eines Unternehmens, das zentrale Plattformdienste bereitstellt, Effizienzgewinne hervorbringt, sollten nicht berücksichtigt werden, da dies für die Benennung als Torwächter nicht relevant ist. Wenn die vorgebrachten Argumente nicht hinreichend substanziiert sind, weil sie die Vermutung nicht eindeutig entkräften, so sollte die Kommission die Möglichkeit haben, die Argumente innerhalb der für die Benennung vorgesehenen Frist von 45 Arbeitstagen zurückzuweisen. Wenn das Unternehmen, das zentrale Plattformdienste bereitstellt, die Untersuchung behindert, indem es den Untersuchungsmaßnahmen der Kommission nicht nachkommt, sollte die Kommission auf der Grundlage verfügbarer Informationen über die quantitativen Schwellenwerte eine Entscheidung treffen können."
REC_24,Recital,Recital (24),,"(24) Auch bei Unternehmen, die zentrale Plattformdienste bereitstellen und nicht alle quantitativen Schwellenwerte erreichen, sollte anhand der allgemeinen objektiven Anforderungen – ihrem erheblichen Einfluss auf den Binnenmarkt, ihrer Funktion als wichtiges Zugangstor gewerblicher Nutzer zu Endnutzern und ihrer aktuellen oder für die nahe Zukunft absehbaren gefestigten und dauerhaften Position hinsichtlich ihrer Tätigkeiten – geprüft werden, ob sie als Torwächter einzustufen sind. Handelt es sich bei dem Unternehmen, das zentrale Plattformdienste bereitstellt, um ein mittleres, kleines oder Kleinstunternehmen, so sollte bei der Prüfung sorgfältig berücksichtigt werden, ob ein solches Unternehmen in der Lage wäre, die Bestreitbarkeit der zentralen Plattformdienste beträchtlich zu untergraben, da diese Verordnung in erster Linie auf große Unternehmen mit beträchtlicher wirtschaftlicher Macht anstatt auf mittlere, kleine oder Kleinstunternehmen abzielt."
REC_25,Recital,Recital (25),,"(25) Eine solche Prüfung kann nur im Rahmen einer Marktuntersuchung erfolgen, bei der die quantitativen Schwellenwerte berücksichtigt werden. Die Kommission sollte bei dieser Prüfung das Ziel verfolgen, die Innovationstätigkeit und die Qualität digitaler Produkte und Dienstleistungen, faire und wettbewerbsbestimmte Preise sowie die gewerblichen Nutzern und Endnutzern gebotene Qualität und Auswahl zu erhalten und zu fördern. Zudem können für die betreffenden Unternehmen, die zentrale Plattformdienste bereitstellen, spezifische Aspekte wie extreme Größen- oder Verbundvorteile, sehr starke Netzwerkeffekte, Datenvorteile, die durch die Mehrseitigkeit dieser Dienste bedingte Fähigkeit, viele gewerbliche Nutzer mit vielen Endnutzern in Verbindung zu bringen, Bindungseffekte, fehlende Parallelverwendung mehrerer Dienste, eine konglomeratsartige Unternehmensstruktur oder eine vertikale Integration berücksichtigt werden. Zudem können eine sehr hohe Marktkapitalisierung, ein im Verhältnis zum Gewinn sehr hohes Eigenkapital oder ein sehr hoher durch Endnutzer eines einzigen zentralen Plattformdienstes erzielter Umsatz als Indikatoren für das Potenzial solcher Unternehmen, Marktmacht zu übertragen, sowie für das Kippen des Marktes zu ihren Gunsten herangezogen werden. Neben der Marktkapitalisierung sind hohe Raten relativen Wachstums Beispiele für dynamische Parameter, die für die Ermittlung von Unternehmen, die zentrale Plattformdienste bereitstellen und für die abzusehen ist, dass sie eine gefestigte und dauerhafte Position erlangen werden, besonders relevant sind. Wenn das Unternehmen, das zentrale Plattformdienste bereitstellt, den Untersuchungsmaßnahmen der Kommission nicht nachkommt und dadurch die Untersuchung erheblich behindert, sollte die Kommission aus den verfügbaren Informationen für das Unternehmen nachteilige Schlüsse ziehen und ihre Entscheidung darauf stützen können."
REC_26,Recital,Recital (26),,"(26) Eine bestimmte Teilmenge an Bestimmungen sollten für jene Unternehmen gelten, die zentrale Plattformdienste bereitstellen und voraussichtlich in naher Zukunft eine gefestigte und dauerhafte Position erlangen werden. Aufgrund der spezifischen Merkmale zentraler Plattformdienste besteht auch durch sie die Gefahr eines Kippens: Sobald ein Unternehmen, das den zentralen Plattformdienst bereitstellt, in Bezug auf die Größe oder Vermittlungsmacht einen gewissen Vorteil gegenüber Wettbewerbern oder potenziellen Wettbewerbern erlangt, könnte seine Position unangreifbar werden, sodass es möglicherweise in naher Zukunft eine dauerhafte und gefestigte Position erlangen könnte. Unternehmen können versuchen, dieses Kippen herbeizuführen, und durch Anwendung einiger unfairer Bedingungen und Praktiken, die Gegenstand dieser Verordnung sind, zu Torwächtern werden. In einer solchen Situation sollte eingegriffen werden, bevor der Markt kippt und dies nicht mehr rückgängig zu machen ist."
